Type,Date,Time,Latitude,Longitude,ParsedDate,ParsedTime,Datetime,hour,day_of_week,day_of_month,month,quarter,is_weekend,is_morning,is_afternoon,is_evening,is_night,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,lat_grid,lon_grid,crime_density,distance_to_center,crime_type_encoded,crime_severity,time_weighted_severity,historical_crime_count,is_high_risk,historical_high_risk_count,historical_avg_severity,risk_score,baseline_risk_score,neighborhood_cluster,night_time_risk,location_density_risk,hour_density,weekend_night,dist_to_center_density,lat_squared,lon_squared,lat_lon_prod
2 wheeler theft,12/7/2017,4:30:00 PM,12.92389,77.58584,2017-07-12 00:00:00,04:30:00,2017-07-12 04:30:00,4,2,12,7,3,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,12.92,77.58,291,5.3893752205655,0,2.0,3.0,134,0,9.0,2.5902507318314876,17.030261406804847,1.9756944444,0,2.5902507318314876,2619.0,1164,0,1568.3081891845607,167.0269327321,6019.562568505601,1002.7108617176001
2 wheeler theft,12/7/2017,8:00:00 PM,12.9068586,77.5836691,2017-07-12 00:00:00,08:00:00,2017-07-12 08:00:00,8,2,12,7,3,0,1,0,0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,12.9,77.58,144,7.295728348328374,0,2.0,1.6,91,0,5.0,2.345335144927536,7.962773987872919,1.6279069767,0,0.0,720.0,1152,0,1050.5848821592858,166.58699892039394,6019.225711018294,1001.3614467428891
Robbery,12/7/2017,12:30,12.859938,77.56061,2017-07-12 00:00:00,12:30:00,2017-07-12 12:30:00,12,2,12,7,3,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,12.85,77.56,11,12.951226681764899,9,7.0,7.0,6,1,3.0,5.805194805194806,17.394346548516,4.0555555556,0,0.0,33.0,132,0,142.4634934994139,165.37800536384398,6015.6482235721,997.4246358421799
Assault,12/07/2017,13:30,12.745792,77.48775,2017-07-12 00:00:00,13:30:00,2017-07-12 13:30:00,13,2,12,7,3,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,12.74,77.48,3,27.651723386366953,2,6.0,6.0,0,1,0.0,5.0,8.317766166719343,2.6666666667,0,0.0,0.0,39,0,82.95517015910086,162.455213707264,6004.351400062501,987.642744048
2 wheeler theft,13/07/2017,1:30:00 PM,12.9217529,77.5825697,2017-07-13 00:00:00,01:30:00,2017-07-13 01:30:00,1,3,13,7,3,0,0,0,0,1,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,12.92,77.58,291,5.694001926520257,0,2.0,3.0,135,0,9.0,2.585910652920962,17.030261406804847,1.9756944444,0,2.585910652920962,2619.0,291,0,1656.9545606173947,166.9716980086584,6019.055121255357,1002.502795010427
2 wheeler theft,13/07/2017,5:00:00 PM,12.933192,77.591085,2017-07-13 00:00:00,05:00:00,2017-07-13 05:00:00,5,3,13,7,3,0,0,0,0,1,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,12.93,77.59,98,4.2877273686163875,0,2.0,3.0,65,0,14.0,3.0938466295609155,13.785359550403768,2.3965517241,0,3.0938466295609155,1372.0,490,0,420.197282124406,167.267455308864,6020.376471477226,1003.5003997933201
2 wheeler theft,13/07/2017,9:00:00 AM,12.93251285,77.56071715,2017-07-13 00:00:00,09:00:00,2017-07-13 09:00:00,9,3,13,7,3,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,12.93,77.56,140,5.689637569753971,0,2.0,1.6,63,0,15.0,3.30078125,7.91801582460507,2.5,0,0.0,2100.0,1260,0,796.549259765556,167.24988861541513,6015.664844822304,1003.0549711975904
4 Wheeler Theft,13/07/2017,10:00,12.92543056,77.56083333,2017-07-13 00:00:00,10:00:00,2017-07-13 10:00:00,10,3,13,7,3,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,12.92,77.56,59,6.304425337477978,1,2.0,1.6,18,0,0.0,2.0437109723461195,6.550951299555361,2.1515151515,0,0.0,0.0,590,0,371.9610949112007,167.06675516138193,6015.682866844038,1002.5071653826485
2 wheeler theft,13/07/2017,12:30:00 PM,12.90862205,77.55531561,2017-07-13 00:00:00,12:30:00,2017-07-13 12:30:00,12,3,13,7,3,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,12.9,77.55,113,8.195373283526452,0,2.0,2.0,72,0,10.0,2.955024851497151,9.472396896788991,2.1621621622,0,0.0,1130.0,1356,0,926.0771810384891,166.6325232297462,6014.826979366709,1001.1322571779551
2 wheeler theft,14/07/2017,11:10:00 AM,12.936528,77.6003,2017-07-14 00:00:00,11:10:00,2017-07-14 11:10:00,11,4,14,7,3,0,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,12.93,77.60000000000001,9,3.9484416485231946,0,2.0,1.6,1,0,0.0,2.5,3.684136148790474,2.4764097241473597,0,0.0,0.0,99,0,35.53597483670875,167.35375669478398,6021.806560090001,1003.8784537584
Assault,14/07/2017,12:10,12.94429,77.55415,2017-07-14 00:00:00,12:10:00,2017-07-14 12:10:00,12,4,14,7,3,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,12.94,77.55,222,5.332451830397427,2,6.0,6.0,95,1,14.0,2.845063813813814,32.44303062876071,2.7529411765,0,0.0,3108.0,2664,0,1183.804306348229,167.55464360410002,6014.646182222501,1003.8834083035001
Assault,14/07/2017,14:30,12.88164,77.571036,2017-07-14 00:00:00,14:30:00,2017-07-14 14:30:00,14,4,14,7,3,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,12.88,77.57000000000001,103,10.323942398622838,2,6.0,6.0,50,1,8.0,2.8907291071768513,27.866345394848235,2.4764097241473597,0,0.0,824.0,1442,0,1063.3660670581523,165.93664908960002,6017.265626113297,999.2421601790402
Murder,14/07/2017,17:00,12.94953,77.56316,2017-07-14 00:00:00,17:00:00,2017-07-14 17:00:00,17,4,14,7,3,0,0,1,0,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,12.94,77.56,213,4.1987484024083574,6,10.0,10.0,91,1,24.0,3.3731373749744846,53.65976015021851,2.8737373737,0,0.0,5112.0,3621,0,894.3334097129801,167.69032722089997,6016.043789185599,1004.4064673147999
Assault,15/07/2017,15:00,12.9109359450741,77.5646696875901,2017-07-15 00:00:00,15:00:00,2017-07-15 15:00:00,15,5,15,7,3,1,0,1,0,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,12.91,77.56,224,7.484848783116466,2,6.0,6.0,114,1,37.0,3.5466226708074537,32.49660241322652,3.1150793651,0,0.0,8288.0,3360,0,1676.6061274180884,166.6922669778064,6016.277983744958,1001.4324819373064
Chain Snatching,15/07/2017,15:30,12.9102224,77.5503972,2017-07-15 00:00:00,15:30:00,2017-07-15 15:30:00,15,5,15,7,3,1,0,1,0,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,12.91,77.55,101,8.338215386920705,4,2.0,2.0,39,0,7.0,3.2,9.249945626568541,2.5,0,0.0,707.0,1515,0,842.1597540789912,166.67384241746177,6014.064105877769,1001.1928750603374
Assault,15/07/2017,17:00,12.94637,77.56196,2017-07-15 00:00:00,17:00:00,2017-07-15 17:00:00,17,5,15,7,3,1,0,1,0,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,12.94,77.56,213,4.514494077388195,2,6.0,6.0,92,1,25.0,3.444393962340351,32.19585609013111,2.8737373737,0,0.0,5325.0,3621,0,961.5872384836856,167.6084961769,6015.8576390416,1004.1458320852
2 wheeler theft,15/07/2017,23:00 AM,12.88293147,77.56708988,2017-07-15 00:00:00,23:00:00,2017-07-15 23:00:00,23,5,15,7,3,1,0,0,0,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,12.88,77.56,102,10.30041893889956,0,2.0,3.0,50,0,11.0,3.2852748942714345,13.904186964688908,2.4140625,0,3.2852748942714345,1122.0,2346,1,1050.642731767755,165.96992326071637,6016.653432451998,999.2915032513705
Assault,16/07/2017,11:00,12.9076945341477,77.5719852228203,2017-07-16 00:00:00,11:00:00,2017-07-16 11:00:00,11,6,16,7,3,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,12.9,77.57000000000001,221,7.516721537423073,2,6.0,4.800000000000001,137,0,19.0,2.950586923732704,25.932851432986944,2.4764097241473597,0,0.0,4199.0,2431,0,1661.1954597704992,166.6085781868664,6017.412891409452,1001.2754896635837
4 Wheeler Theft,7/16/2017,11:30,12.903028,77.590791,2017-07-16 00:00:00,11:30:00,2017-07-16 11:30:00,11,6,16,7,3,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,12.9,77.59,76,7.636024028331795,1,2.0,1.6,43,0,6.0,2.9994019138755976,6.950088674965895,2.24,0,0.0,456.0,836,0,580.3378261532164,166.488131568784,6020.33084800568,1001.156148815148
2 wheeler theft,16/07/2017,12:30:00 PM,12.95451,77.56418,2017-07-16 00:00:00,12:30:00,2017-07-16 12:30:00,12,6,16,7,3,1,0,1,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,12.950000000000001,77.56,134,3.8048800141425354,0,2.0,2.0,59,0,9.0,2.832960199004975,9.81054955687686,2.4764097241473597,0,0.0,1206.0,1608,0,509.85392189509975,167.8193293401,6016.202019072399,1004.8059454518
Ordinary Theft,16/07/2017,21:30,12.89977036,77.54865692,2017-07-16 00:00:00,21:30:00,2017-07-16 21:30:00,21,6,16,7,3,1,0,0,1,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,12.89,77.54,52,9.411905814646184,7,2.0,2.4,29,0,9.0,3.76025641025641,9.528700592525093,2.6142857143,0,0.0,468.0,1092,0,489.4191023616016,166.40407534073452,6013.794190095864,1000.3598659944248
2 wheeler theft,17/07/2017,10:30:00 PM,12.907653,77.5818448,2017-07-17 00:00:00,10:30:00,2017-07-17 10:30:00,10,0,17,7,3,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.4999999999999998,-0.8660254037844388,12.9,77.58,144,7.243695370452876,0,2.0,1.6,92,0,5.0,2.341621863799283,7.962773987872919,1.6279069767,0,0.0,720.0,1440,0,1043.0921333452143,166.607505968409,6018.942642571287,1001.3995317782544
2 wheeler theft,17/07/2017,10:45:00 PM,12.9095383,77.5789476,2017-07-17 00:00:00,10:45:00,2017-07-17 10:45:00,10,0,17,7,3,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.4999999999999998,-0.8660254037844388,12.9,77.57000000000001,221,7.1063613351740935,0,2.0,1.6,138,0,19.0,2.972525147302972,8.644283810995647,2.4764097241473597,0,0.0,4199.0,2210,0,1570.5058550734748,166.65617911916686,6018.493110723547,1001.5083953158932
2 wheeler theft,17/07/17,11:30:00 AM,12.941842,77.561798,2017-07-17 00:00:00,11:30:00,2017-07-17 11:30:00,11,0,17,7,3,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.4999999999999998,-0.8660254037844388,12.94,77.56,213,4.856327036403292,0,2.0,1.6,93,0,26.0,3.4715812606133256,8.585561624034963,2.8737373737,0,0.0,5538.0,2343,0,1034.3976587539012,167.49127435296398,6015.832508992803,1003.7925349519159
2 wheeler theft,17/07/17,12:10:00 PM,12.95673846,77.57548011,2017-07-17 00:00:00,12:10:00,2017-07-17 12:10:00,12,0,17,7,3,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388,12.950000000000001,77.57000000000001,276,2.6501665928197786,0,2.0,2.0,176,0,25.0,2.756550397117825,11.248035012374677,2.4764097241473597,0,0.0,6900.0,3312,0,731.4459796182589,167.87707152084317,6017.955114297006,1005.1252066942021
Kidnap,17/7/2017,12:30,12.904553,77.560433,2017-07-17 00:00:00,12:30:00,2017-07-17 12:30:00,12,0,17,7,3,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388,12.9,77.56,199,8.324158489687902,5,2.0,2.0,115,0,22.0,3.0612545486050946,10.596634733096073,2.5505617978,0,0.0,4378.0,2388,0,1656.5075394478924,166.527488129809,6015.6207671474895,1000.8827183514491
Kidnap,17/07/2017,20:00,12.935645,77.591333,2017-07-17 00:00:00,20:00:00,2017-07-17 20:00:00,20,0,17,7,3,0,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.4999999999999998,-0.8660254037844388,12.93,77.59,98,4.01365784481178,5,2.0,2.4,66,0,14.0,3.0775205604629914,11.028287640323015,2.3965517241,0,0.0,1372.0,1960,0,393.3384687915544,167.33091156602498,6020.41495671689,1003.693938764785
2 wheeler theft,18/07/2017,1:00:00 PM,12.95098,77.56386,2017-07-18 00:00:00,01:00:00,2017-07-18 01:00:00,1,1,18,7,3,0,0,0,0,1,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,12.950000000000001,77.56,134,4.043880345431124,0,2.0,3.0,60,0,9.0,2.8193051137753855,14.71582433531529,2.4764097241473597,0,2.8193051137753855,1206.0,134,0,541.8799662877707,167.7278829604,6016.152378099601,1004.5279995828
2 wheeler theft,18/07/2017,5:35:00 PM,12.9168337,77.5810239,2017-07-18 00:00:00,05:35:00,2017-07-18 05:35:00,5,1,18,7,3,0,0,0,0,1,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,12.91,77.58,234,6.264933676869453,0,2.0,3.0,136,0,19.0,2.8451556553746333,16.378756542432477,2.3285714286,0,2.8451556553746333,4446.0,1170,0,1465.994480387452,166.8445928334557,6018.815269372372,1002.1011839920254
2 wheeler theft,18/07/2017,5:50:00 PM,12.9168802,77.5657029,2017-07-18 00:00:00,05:50:00,2017-07-18 05:50:00,5,1,18,7,3,0,0,0,0,1,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,12.91,77.56,224,6.843140983641129,0,2.0,3.0,115,0,38.0,3.567772475369458,16.24830120661326,3.1150793651,0,3.567772475369458,8512.0,1120,0,1532.863580335613,166.84579410115202,6016.438266371069,1001.9068919880926
2 wheeler theft,18/07/2017,7:30:00 AM,12.92220578,77.54284292,2017-07-18 00:00:00,07:30:00,2017-07-18 07:30:00,7,1,18,7,3,0,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,12.92,77.54,158,7.850169097557569,0,2.0,1.6,85,0,9.0,2.953120400353253,8.11024672355237,2.3469387755,0,0.0,1422.0,1106,0,1240.326717414096,166.98340222066543,6012.892488115794,1002.0245729784561
Assault,18/07/2017,12:00,12.9008927627643,77.5698813716385,2017-07-18 00:00:00,12:00:00,2017-07-18 12:00:00,12,1,18,7,3,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,12.9,77.56,199,8.306121321315375,2,6.0,6.0,116,1,22.0,3.052183996907615,31.789904199288216,2.5505617978,0,0.0,4378.0,2388,0,1652.9181429417597,166.4330340763443,6017.08649601007,1000.7207211958565
Ordinary Theft,18/07/2017,13:25,12.92023,77.5819,2017-07-18 00:00:00,13:25:00,2017-07-18 13:25:00,13,1,18,7,3,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,12.92,77.58,291,5.875546392102128,7,2.0,2.0,136,0,9.0,2.5816339328266484,11.353507604536563,1.9756944444,0,0.0,2619.0,3783,0,1709.7840001017191,166.9323432529,6018.951207610001,1002.375991837
Assault,18/07/2017,14:40,12.88255509,77.5563552,2017-07-18 00:00:00,14:40:00,2017-07-18 14:40:00,14,1,18,7,3,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,12.88,77.55,56,10.733887158297923,2,6.0,6.0,41,1,11.0,3.509778911564626,24.258307607007303,2.2878787879,0,0.0,616.0,784,0,601.0976808646838,165.9602256468849,6014.988231908567,999.124018443608
Assault,18/07/2017,16:30,12.93794,77.55416,2017-07-18 00:00:00,16:30:00,2017-07-18 16:30:00,16,1,18,7,3,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,12.93,77.55,157,5.763071586154945,2,6.0,6.0,98,1,11.0,2.7788071800810656,30.375570198161803,2.1973684211,0,0.0,1727.0,2512,0,904.8022390263263,167.39029144359998,6014.647733305599,1003.3910688304
Assault,18/07/2017,17:00,12.93794,77.55416,2017-07-18 00:00:00,17:00:00,2017-07-18 17:00:00,17,1,18,7,3,0,0,1,0,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,12.93,77.55,157,5.763071586154945,2,6.0,6.0,99,1,12.0,2.811019108280255,30.375570198161803,2.1973684211,0,0.0,1884.0,2669,0,904.8022390263263,167.39029144359998,6014.647733305599,1003.3910688304
Attempted Murder,18/07/2017,18:30,12.5631,77.3315,2017-07-18 00:00:00,18:30:00,2017-07-18 18:30:00,18,1,18,7,3,0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,12.56,77.33,74,53.64079461215344,3,2.0,2.4,67,0,45.0,5.159777424483306,10.361971472487143,2.4764097241473597,0,0.0,3330.0,1332,0,3969.4188012993545,157.83148161,5980.160892250001,971.5233676500001
2 wheeler theft,19/07/2017,2:30:00 PM,12.92239,77.58076,2017-07-19 00:00:00,02:30:00,2017-07-19 02:30:00,2,2,19,7,3,0,0,0,0,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,12.92,77.58,291,5.673725290974302,0,2.0,3.0,137,0,9.0,2.577419194182977,17.030261406804847,1.9756944444,0,2.577419194182977,2619.0,582,0,1651.0540596735218,166.9881633121,6018.7743221776,1002.5288372164
2 wheeler theft,19/07/2017,6:00:00 PM,12.94898752,77.56995676,2017-07-19 00:00:00,06:00:00,2017-07-19 06:00:00,6,2,19,7,3,0,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,12.94,77.56,213,3.667860524541081,0,2.0,1.6,94,0,26.0,3.456090931554238,8.585561624034963,2.8737373737,0,0.0,5538.0,1278,0,781.2542917272502,167.67627779311573,6017.0981917482695,1004.4524020121795
Ordinary Theft,19/07/2017,10:00,12.9144943,77.55021425,2017-07-19 00:00:00,10:00:00,2017-07-19 10:00:00,10,2,19,7,3,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,12.91,77.55,101,7.966027860339438,7,2.0,1.6,40,0,7.0,3.1707317073170733,7.399956501254834,2.5,0,0.0,707.0,1010,0,804.5688138942833,166.78416302473246,6014.035730220902,1001.5217998954037
2 wheeler theft,19/07/17,12:15:00 PM,12.943235,77.564335,2017-07-19 00:00:00,12:15:00,2017-07-19 12:15:00,12,2,19,7,3,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,12.94,77.56,213,4.55015641944798,0,2.0,2.0,95,0,26.0,3.440923317683881,10.731952030043702,2.8737373737,0,0.0,5538.0,2556,0,969.1833173424197,167.527332265225,6016.226063992225,1003.933415523725
Murder,19/07/2017,19:30,12.924123,77.576913,2017-07-19 00:00:00,19:30:00,2017-07-19 19:30:00,19,2,19,7,3,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,12.92,77.57000000000001,108,5.616378484012549,6,10.0,12.0,52,1,2.0,2.4042627533193572,56.29617458674972,2.4764097241473597,0,0.0,216.0,2052,0,606.5688762733553,167.032955319129,6018.1774306095695,1002.6135655722991
Kidnap,19/07/2017,23:30,12.922056,77.537204,2017-07-19 00:00:00,23:30:00,2017-07-19 23:30:00,23,2,19,7,3,0,0,0,0,1,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,12.92,77.53,27,8.308831891163122,5,2.0,3.0,10,0,1.0,2.861952861952862,9.996613530525611,1.75,0,2.861952861952862,27.0,621,0,224.33846106140427,166.979531267136,6012.018004137616,1001.940092171424
2 wheeler theft,21/07/2017,5:45:00 PM,12.941159,77.584094,2017-07-21 00:00:00,05:45:00,2017-07-21 05:45:00,5,4,21,7,3,0,0,0,0,1,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,12.94,77.58,109,3.5712132675077783,0,2.0,3.0,61,0,17.0,3.1510802012429715,14.10144109737725,2.3625,0,3.1510802012429715,1853.0,545,0,389.26224615834786,167.47359626328102,6019.291641800835,1004.028096324946
Attempted Murder,21/07/17,10:30 PM,12.919563,77.542178,2017-07-21 00:00:00,10:30:00,2017-07-21 10:30:00,10,4,21,7,3,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,12.91,77.54,96,8.108845222984439,3,2.0,1.6,48,0,13.0,3.599702380952381,7.319537565605413,2.5957446809,0,0.0,1248.0,960,0,778.4491414065061,166.91510811096902,6012.789368983685,1001.8110538282141
Ordinary Theft,21/07/2017,11:15,12.9083163,77.586334,2017-07-21 00:00:00,11:15:00,2017-07-21 11:15:00,11,4,21,7,3,0,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,12.9,77.58,144,7.09361514999646,7,2.0,1.6,93,0,5.0,2.3379875886524824,7.962773987872919,1.6279069767,0,0.0,720.0,1584,0,1021.4805815994903,166.62462970084567,6019.639223559555,1001.5089398294441
Robbery,21/07/2017,21:00,12.9084421818488,77.5636739766668,2017-07-21 00:00:00,21:00:00,2017-07-21 21:00:00,21,4,21,7,3,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,12.9,77.56,199,7.781555008602226,9,7.0,8.4,117,1,23.0,3.0771654884592454,44.50586587900351,2.5505617978,0,0.0,4577.0,4179,0,1548.5294467118429,166.62787956213342,6016.12352075866,1001.2262009395738
2 wheeler theft,22/07/2017,3:00:00 PM,12.922417,77.585972,2017-07-22 00:00:00,03:00:00,2017-07-22 03:00:00,3,5,22,7,3,1,0,0,0,1,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,12.92,77.58,291,5.548251333763439,0,2.0,3.0,138,0,9.0,2.5732650992607975,17.030261406804847,1.9756944444,0,2.5732650992607975,2619.0,873,1,1614.5411381251606,166.988861121889,6019.5830511847835,1002.598283534324
Assault,23/07/2017,11:45,12.890678,77.564027,2017-07-23 00:00:00,11:45:00,2017-07-23 11:45:00,11,6,23,7,3,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,12.89,77.56,173,9.588762482512099,2,6.0,4.800000000000001,118,0,30.0,3.439646378782727,24.763465436229744,2.5303030303,0,0.0,5190.0,1903,0,1658.855909474593,166.169579299684,6016.178284456729,999.8528964403059
Ordinary Theft,23/07/2017,11:45,12.92596,77.55321,2017-07-23 00:00:00,11:45:00,2017-07-23 11:45:00,11,6,23,7,3,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,12.92,77.55,139,6.77296881294243,7,2.0,1.6,79,0,15.0,3.2880395683453236,7.906627876174887,2.1727272727,0,0.0,2085.0,1529,0,941.4426649989978,167.0804419216,6014.500381304101,1002.4496903316001
2 wheeler theft,24/07/2017,1:40:00 PM,12.9117032,77.5903747,2017-07-24 00:00:00,01:40:00,2017-07-24 01:40:00,1,0,24,7,3,0,0,0,0,1,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.4999999999999998,-0.8660254037844388,12.91,77.59,122,6.675942207434621,0,2.0,3.0,64,0,7.0,2.813997477931904,14.436553066117252,2.6041666667,0,2.813997477931904,854.0,122,0,814.4649493070237,166.71207952489024,6020.266246086399,1001.823889303189
2 wheeler theft,24/07/2017,6:00:00 PM,12.95776309,77.55560342,2017-07-24 00:00:00,06:00:00,2017-07-24 06:00:00,6,0,24,7,3,0,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,-0.4999999999999998,-0.8660254037844388,12.950000000000001,77.55,23,4.497075467612409,0,2.0,1.6,6,0,1.0,2.732919254658385,5.084886128556714,2.4764097241473597,0,0.0,23.0,138,0,103.4327357550854,167.90362429656636,6014.871621840315,1004.9471354183537
2 wheeler theft,24/07/2017,10:30:00 PM,12.86717163,77.58310043,2017-07-24 00:00:00,10:30:00,2017-07-24 10:30:00,10,0,24,7,3,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.4999999999999998,-0.8660254037844388,12.86,77.58,77,11.678598399804535,0,2.0,1.6,25,0,9.0,3.9555444555444557,6.970734122703347,3.3571428571,0,0.0,693.0,770,0,899.2520767849492,165.56410575587685,6019.137472331467,998.2750688203367
2 wheeler theft,24/07/2017,12:20:00 PM,12.9192124,77.585885,2017-07-24 00:00:00,12:20:00,2017-07-24 12:20:00,12,0,24,7,3,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388,12.91,77.58,234,5.9012983583731025,0,2.0,2.0,137,0,19.0,2.839031339031339,10.919171028288318,2.3285714286,0,0.0,4446.0,2808,0,1380.903815859306,166.90604903631373,6019.569551233226,1002.348527556974
Ordinary Theft,24/07/2017,13:00,12.93455,77.588483,2017-07-24 00:00:00,13:00:00,2017-07-24 13:00:00,13,0,24,7,3,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-0.4999999999999998,-0.8660254037844388,12.93,77.58,160,4.172759303977219,7,2.0,2.0,92,0,13.0,2.8284274193548384,10.162808729968926,2.6283783784,0,0.0,2080.0,2080,0,667.641488636355,167.3025837025,6019.972694241288,1003.57211278765
